,date,duration,views,likes,category_id,hour,update_diff,id
46UNB52FDZA,2023-05-10T09:03:51Z,1964,718278,29749,24,10,121,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,720345,29796,24,11,122,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,722432,29845,24,12,123,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,725405,29914,24,13,124,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,728836,29965,24,14,125,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,732108,30009,24,15,126,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,735384,30064,24,16,127,
46UNB52FDZA,2023-05-10T09:03:51Z,1964,737464,30117,24,17,128,
0,2023-05-10T09:03:51Z,1964,741087,30185,24,18,129,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,743959,30247,24,19,130,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,746805,30315,24,20,131,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,750078,30376,24,21,132,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,753493,30422,24,22,133,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,756366,30486,24,23,134,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,758927,30550,24,0,135,46UNB52FDZA
0,2023-05-10T09:03:51Z,1964,762048,30612,24,1,136,46UNB52FDZA
