,date,duration,views,likes,category_id,hour,update_diff,id
TgEfURxqRGs,2023-05-08T09:00:27Z,596,315963,1731,20,10,170,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,315994,1732,20,11,171,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,316035,1731,20,12,172,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,316117,1731,20,13,173,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,316191,1732,20,15,174,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,316286,1732,20,16,175,
TgEfURxqRGs,2023-05-08T09:00:27Z,596,316332,1732,20,17,176,
0,2023-05-08T09:00:27Z,596,316394,1732,20,18,177,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316447,1732,20,19,178,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316488,1732,20,20,179,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316538,1734,20,21,180,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316603,1734,20,22,181,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316651,1734,20,23,182,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316701,1734,20,0,183,TgEfURxqRGs
0,2023-05-08T09:00:27Z,596,316765,1735,20,1,184,TgEfURxqRGs
