,date,duration,views,likes,category_id,hour,update_diff,id
P75XF383cH0,2023-05-14T08:00:11Z,1430,101614,3294,24,10,26,
P75XF383cH0,2023-05-14T08:00:11Z,1430,103724,3366,24,11,27,
P75XF383cH0,2023-05-14T08:00:11Z,1430,105344,3428,24,12,28,
P75XF383cH0,2023-05-14T08:00:11Z,1430,107863,3487,24,13,29,
P75XF383cH0,2023-05-14T08:00:11Z,1430,110989,3556,24,14,30,
P75XF383cH0,2023-05-14T08:00:11Z,1430,113551,3598,24,15,31,
P75XF383cH0,2023-05-14T08:00:11Z,1430,115927,3644,24,16,32,
P75XF383cH0,2023-05-14T08:00:11Z,1430,117739,3714,24,17,33,
0,2023-05-14T08:00:11Z,1430,121013,3778,24,18,34,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,124367,3837,24,19,35,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,128004,3886,24,20,36,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,131621,3938,24,21,37,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,134663,4007,24,22,38,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,137531,4102,24,23,39,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,141094,4193,24,0,40,P75XF383cH0
0,2023-05-14T08:00:11Z,1430,147000,4257,24,1,41,P75XF383cH0
