,date,duration,views,likes,category_id,hour,update_diff,id
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,207614,10841,20,10,47,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,208759,10873,20,11,48,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,209408,10913,20,12,49,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,210455,10938,20,13,50,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,211806,10971,20,14,51,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,212887,11019,20,15,52,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,214000,11063,20,16,53,
-CJa1On8gh4,2023-05-13T11:00:00Z,1014,214863,11103,20,17,54,
0,2023-05-13T11:00:00Z,1014,216662,11148,20,18,55,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,217964,11192,20,19,56,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,219202,11244,20,20,57,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,220645,11295,20,21,58,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,222709,11331,20,22,59,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,224716,11377,20,23,60,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,226563,11410,20,0,61,-CJa1On8gh4
0,2023-05-13T11:00:00Z,1014,228378,11454,20,1,62,-CJa1On8gh4
