,date,duration,views,likes,category_id,hour,update_diff,id
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,125571,3705,19,10,49,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,126372,3728,19,11,50,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,127143,3745,19,12,51,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,128251,3768,19,13,52,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,129523,3789,19,14,53,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,130703,3804,19,15,54,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,131911,3825,19,16,55,
guXNZF8UnNQ,2023-05-13T09:00:21Z,1366,132770,3847,19,17,56,
0,2023-05-13T09:00:21Z,1366,134028,3868,19,18,57,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,135012,3889,19,19,58,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,135945,3901,19,20,59,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,136969,3922,19,21,60,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,137988,3936,19,22,61,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,138967,3953,19,23,62,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,139887,3964,19,0,63,guXNZF8UnNQ
0,2023-05-13T09:00:21Z,1366,141003,3976,19,1,64,guXNZF8UnNQ
