,date,duration,views,likes,category_id,hour,update_diff,id
11KZIPieUsU,2023-05-14T08:54:30Z,2817,559640,12252,22,10,25,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,571063,12371,22,11,26,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,579175,12494,22,12,27,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,588690,12645,22,13,28,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,600230,12773,22,14,29,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,611181,12886,22,15,30,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,621025,13035,22,16,31,
11KZIPieUsU,2023-05-14T08:54:30Z,2817,627743,13214,22,17,32,
0,2023-05-14T08:54:30Z,2817,640268,13391,22,18,33,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,653206,13535,22,19,34,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,667171,13690,22,20,35,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,681016,13822,22,21,36,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,693655,13963,22,22,37,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,704532,14095,22,23,38,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,715244,14208,22,0,39,11KZIPieUsU
0,2023-05-14T08:54:30Z,2817,727494,14304,22,1,40,11KZIPieUsU
