,date,duration,views,likes,category_id,hour,update_diff,id
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34173,599,17,10,167,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34200,600,17,11,168,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34230,600,17,12,169,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34290,600,17,13,170,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34356,601,17,14,171,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34407,601,17,15,172,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34445,601,17,16,173,
tKB9aCfbeTI,2023-05-08T11:15:09Z,1005,34487,601,17,17,174,
0,2023-05-08T11:15:09Z,1005,34556,601,17,18,175,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34594,602,17,19,176,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34621,603,17,20,177,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34654,603,17,21,178,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34685,604,17,22,179,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34718,605,17,23,180,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34753,606,17,0,181,tKB9aCfbeTI
0,2023-05-08T11:15:09Z,1005,34806,607,17,1,182,tKB9aCfbeTI
