,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-14T11:00:02Z,616,67731,1219,17,17,30,,
0,616,69577,1239,17,18,31,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,71055,1261,17,19,32,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,72619,1286,17,20,33,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,74384,1303,17,21,34,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,76034,1321,17,22,35,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,77351,1330,17,23,36,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,78561,1345,17,0,37,2D09cxQ4kGA,2023-05-14T11:00:02Z
0,616,79988,1350,17,1,38,2D09cxQ4kGA,2023-05-14T11:00:02Z
