,date,duration,views,likes,category_id,hour,update_diff,id
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7349136,197109,22,10,240,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7350832,197158,22,11,241,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7352681,197202,22,12,242,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7355111,197259,22,13,243,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7358032,197303,22,14,244,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7360984,197362,22,15,245,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7364183,197393,22,16,246,
Kjq10TNm14k,2023-05-05T10:00:15Z,1771,7366517,197440,22,17,247,
0,2023-05-05T10:00:15Z,1771,7370440,197471,22,18,248,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7373680,197507,22,19,249,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7376784,197544,22,20,250,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7380236,197594,22,21,251,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7383829,197656,22,22,252,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7387739,197715,22,23,253,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7391722,197773,22,0,254,Kjq10TNm14k
0,2023-05-05T10:00:15Z,1771,7396404,197831,22,1,255,Kjq10TNm14k
