,date,duration,views,likes,category_id,hour,update_diff,id
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1755644,192003,22,10,289,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1755946,192039,22,11,290,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1756288,192094,22,12,291,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1756759,192145,22,13,292,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1757323,192194,22,14,293,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1757903,192234,22,15,294,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1758570,192290,22,16,295,
UPrJgGA9W_0,2023-05-03T09:00:15Z,557,1759150,192352,22,17,296,
0,2023-05-03T09:00:15Z,557,1760096,192416,22,18,297,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1760849,192470,22,19,298,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1761593,192522,22,20,299,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1762415,192577,22,21,300,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1763274,192637,22,22,301,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1764064,192712,22,23,302,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1764802,192763,22,0,303,UPrJgGA9W_0
0,2023-05-03T09:00:15Z,557,1765818,192825,22,1,304,UPrJgGA9W_0
