,date,duration,views,likes,category_id,hour,update_diff,id
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,91013,1071,20,10,75,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,91474,1075,20,11,76,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,92021,1083,20,12,77,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,92626,1090,20,13,78,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,93330,1094,20,15,79,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,94055,1098,20,16,80,
IdyS8Rc1iVI,2023-05-12T08:22:19Z,28548,94604,1102,20,17,81,
0,2023-05-12T08:22:19Z,28548,95355,1108,20,18,82,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,96235,1112,20,19,83,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,96913,1120,20,20,84,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,97668,1124,20,21,85,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,98383,1132,20,22,86,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,99074,1136,20,23,87,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,99665,1136,20,0,88,IdyS8Rc1iVI
0,2023-05-12T08:22:19Z,28548,100425,1145,20,1,89,IdyS8Rc1iVI
