,date,duration,views,likes,category_id,hour,update_diff,id
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,732906,9118,24,10,49,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,736606,9133,24,11,50,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,739323,9147,24,12,51,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,742276,9173,24,13,52,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,745356,9195,24,14,53,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,748466,9218,24,15,54,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,751343,9247,24,16,55,
VBO5dWx7fgk,2023-05-13T09:30:12Z,257,753298,9277,24,17,55,
0,2023-05-13T09:30:12Z,257,757069,9313,24,18,56,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,760261,9334,24,19,57,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,763226,9354,24,20,58,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,766315,9384,24,21,59,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,769014,9416,24,22,60,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,771665,9447,24,23,61,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,774365,9461,24,0,62,VBO5dWx7fgk
0,2023-05-13T09:30:12Z,257,777428,9484,24,1,63,VBO5dWx7fgk
