,date,duration,views,likes,category_id,hour,update_diff,id
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,582918,8248,24,10,216,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,583441,8257,24,11,217,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,584108,8262,24,12,218,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,585038,8270,24,13,219,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,585912,8273,24,14,220,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,586711,8277,24,15,221,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,587274,8280,24,16,222,
8a6Ib6yYCfE,2023-05-06T09:49:56Z,508,587539,8281,24,17,223,
0,2023-05-06T09:49:56Z,508,588107,8285,24,18,224,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,588417,8291,24,19,225,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,588830,8296,24,20,226,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,589239,8302,24,21,227,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,589634,8308,24,22,228,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,590018,8310,24,23,229,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,590396,8315,24,0,230,8a6Ib6yYCfE
0,2023-05-06T09:49:56Z,508,590927,8320,24,1,231,8a6Ib6yYCfE
