,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-14T10:00:06Z,396,41689,1032,17,17,31,,
0,396,42969,1051,17,18,32,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,44215,1083,17,19,33,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,45367,1098,17,20,34,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,46899,1127,17,21,35,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,48139,1152,17,22,36,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,49410,1181,17,23,37,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,50675,1222,17,0,38,D0_hDRB2nho,2023-05-14T10:00:06Z
0,396,52590,1246,17,1,39,D0_hDRB2nho,2023-05-14T10:00:06Z
