,id,date,duration,views,likes,category_id,hour,update_diff
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,467976,6552,24,9,168
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,468223,6559,24,10,169
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,468617,6563,24,11,170
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,468972,6569,24,12,171
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,469279,6578,24,13,172
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,469679,6588,24,14,173
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,470116,6597,24,15,174
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,470617,6601,24,16,175
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,470871,6607,24,17,176
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,470888,6614,24,18,177
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,471707,6626,24,19,178
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,471768,6638,24,20,179
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,471918,6658,24,21,180
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,472304,6671,24,22,181
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,472831,6685,24,23,182
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,473869,6702,24,0,183
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,475346,6710,24,1,184
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,476635,6720,24,2,185
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,477781,6723,24,3,186
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,479800,6724,24,4,187
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,480798,6725,24,5,188
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,480999,6727,24,6,189
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,481219,6730,24,7,190
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,481464,6735,24,8,191
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,481650,6739,24,9,192
0,e1iSO2aXb1Y,2023-05-09T09:00:31Z,1685,481998,6744,24,10,193
