,date,duration,views,likes,category_id,hour,update_diff,id
xbaRXzpIOys,2023-05-02T09:45:09Z,937,747773,11750,23,10,312,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,748236,11754,23,11,313,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,748682,11761,23,12,314,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,749272,11764,23,13,315,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,749920,11768,23,14,316,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,750671,11775,23,15,317,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,751445,11781,23,16,318,
xbaRXzpIOys,2023-05-02T09:45:09Z,937,751898,11784,23,17,319,
0,2023-05-02T09:45:09Z,937,752794,11794,23,18,320,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,753441,11804,23,19,321,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,754103,11817,23,20,322,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,755290,11829,23,21,323,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,756767,11844,23,22,324,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,758203,11857,23,23,325,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,759660,11877,23,0,326,xbaRXzpIOys
0,2023-05-02T09:45:09Z,937,761470,11897,23,1,327,xbaRXzpIOys
