,id,title,category_id,views,likes,favorites,comments,date,tags
0,asOAoQTttjM,마인크래프트 야생 생존기 #1,20,363214,4015,0,NaN,2022-09-04T01:31:50Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
1,Wz7YJZWeydA,마인크래프트 야생 생존기 #2,20,157822,1254,0,NaN,2022-09-05T02:56:46Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
2,xvzkt2w9fKY,마인크래프트 야생 생존기 #3,20,124851,969,0,NaN,2022-09-05T22:05:25Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
3,Oi0H7gSRTgw,마인크래프트 야생 생존기 #4,20,85754,798,0,NaN,2022-09-06T22:54:31Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
4,Yj2eBlJT8XA,마인크래프트 야생 생존기 #5,20,119130,1154,0,NaN,2022-09-08T00:13:19Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
5,CndtRBjNbQA,마인크래프트 야생 생존기 #6,20,76832,751,0,NaN,2022-09-13T01:11:27Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
6,hsY5_7Ht_JA,마인크래프트 야생 생존기 #7,20,67791,705,0,NaN,2022-09-13T23:57:42Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
7,tuzwUuSOVAE,마인크래프트 야생 생존기 #8,20,79984,691,0,NaN,2022-09-15T03:02:18Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
8,l8L7qJfLzYk,마인크래프트 야생 생존기 #9,20,71289,594,0,NaN,2022-09-16T00:30:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
9,pOUmDilJYyg,마인크래프트 야생 생존기 #10,20,64335,603,0,NaN,2022-09-18T22:13:24Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
10,I2K858xFfNg,마인크래프트 야생 생존기 #11,20,69262,589,0,NaN,2022-09-20T02:05:23Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
11,7sZrhXkghT4,마인크래프트 야생 생존기 #12,20,64406,568,0,NaN,2022-09-21T02:01:52Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
12,TXwHr2uxggo,마인크래프트 야생 생존기 #13,20,50939,481,0,NaN,2022-09-22T01:03:30Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
13,551JpLZYf_U,마인크래프트 야생 생존기 #14,20,63124,629,0,NaN,2022-09-23T01:04:32Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
14,izBEr-xj2Hw,마인크래프트 야생 생존기 #15,20,58197,561,0,NaN,2022-09-24T03:19:33Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
15,GB4pSnDCaXQ,마인크래프트 야생 생존기 #16,20,53122,469,0,NaN,2022-09-26T01:13:37Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
16,knRZt8ql4ZU,마인크래프트 야생 생존기 #17,20,39858,415,0,NaN,2022-09-27T00:08:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
17,BWzuHs__4vw,마인크래프트 야생 생존기 #18,20,64631,642,0,NaN,2022-09-27T22:17:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft', '공포', '워든']"
18,PfdbCiF-bjs,마인크래프트 야생 생존기 #19,20,38688,415,0,NaN,2022-09-30T02:26:06Z,"['녹두로', '마인크래프트', '야생', 'Minecraft', '공포', '워든']"
19,jngPuGV92lc,마인크래프트 야생 생존기 #20,20,50124,495,0,NaN,2022-09-30T22:55:23Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
20,sjqt7SJJKAY,마인크래프트 야생 생존기 #21,20,40855,407,0,NaN,2022-10-02T00:58:06Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
21,EKlUlc8ygqs,마인크래프트 야생 생존기 #22,20,56370,465,0,NaN,2022-10-03T00:51:12Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
22,sLbh4y6k1sY,마인크래프트 야생 생존기 #23 (끝),20,63646,894,0,NaN,2022-10-04T01:27:50Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
