,title,category_id,views,likes,favorites,comments,date,tags
0,마인크래프트 야생 생존기 #1,20,362410,4007,0,Nan,2022-09-04T01:31:50Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
1,마인크래프트 야생 생존기 #2,20,157412,1253,0,Nan,2022-09-05T02:56:46Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
2,마인크래프트 야생 생존기 #3,20,124621,969,0,Nan,2022-09-05T22:05:25Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
3,마인크래프트 야생 생존기 #4,20,85593,798,0,Nan,2022-09-06T22:54:31Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
4,마인크래프트 야생 생존기 #5,20,118888,1152,0,Nan,2022-09-08T00:13:19Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
5,마인크래프트 야생 생존기 #6,20,76681,750,0,Nan,2022-09-13T01:11:27Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
6,마인크래프트 야생 생존기 #7,20,67641,705,0,Nan,2022-09-13T23:57:42Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
7,마인크래프트 야생 생존기 #8,20,79788,690,0,Nan,2022-09-15T03:02:18Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
8,마인크래프트 야생 생존기 #9,20,71140,594,0,Nan,2022-09-16T00:30:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
9,마인크래프트 야생 생존기 #10,20,64179,603,0,Nan,2022-09-18T22:13:24Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
10,마인크래프트 야생 생존기 #11,20,69054,588,0,Nan,2022-09-20T02:05:23Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
11,마인크래프트 야생 생존기 #12,20,64234,567,0,Nan,2022-09-21T02:01:52Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
12,마인크래프트 야생 생존기 #13,20,50819,481,0,Nan,2022-09-22T01:03:30Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
13,마인크래프트 야생 생존기 #14,20,62957,628,0,Nan,2022-09-23T01:04:32Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
14,마인크래프트 야생 생존기 #15,20,58051,561,0,Nan,2022-09-24T03:19:33Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
15,마인크래프트 야생 생존기 #16,20,52940,468,0,Nan,2022-09-26T01:13:37Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
16,마인크래프트 야생 생존기 #17,20,39736,415,0,Nan,2022-09-27T00:08:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
17,마인크래프트 야생 생존기 #18,20,64463,642,0,Nan,2022-09-27T22:17:36Z,"['녹두로', '마인크래프트', '야생', 'Minecraft', '공포', '워든']"
18,마인크래프트 야생 생존기 #19,20,38612,416,0,Nan,2022-09-30T02:26:06Z,"['녹두로', '마인크래프트', '야생', 'Minecraft', '공포', '워든']"
19,마인크래프트 야생 생존기 #20,20,49994,495,0,Nan,2022-09-30T22:55:23Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
20,마인크래프트 야생 생존기 #21,20,40766,406,0,Nan,2022-10-02T00:58:06Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
21,마인크래프트 야생 생존기 #22,20,56272,465,0,Nan,2022-10-03T00:51:12Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
22,마인크래프트 야생 생존기 #23 (끝),20,63509,894,0,Nan,2022-10-04T01:27:50Z,"['녹두로', '마인크래프트', '야생', 'Minecraft']"
