,title,category_id,views,likes,favorites,comments,date,tags
0,-,-,-,-,-,-,-,-
1,-,-,-,-,-,-,-,-
2,강호동 vs 김종국 닭씨름 #X맨 ep.86,24,7246,51,0,Nan,2023-03-24T08:00:29Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
3,일부러 힘안쓰는 강호동 #X맨 ep.86,24,116,2,0,Nan,2023-03-31T08:00:06Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
4,황보바라기 지상렬 #X맨 ep.86,24,11669,98,0,Nan,2023-03-30T08:00:32Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨', '지상렬', '황보']"
5,역시 가수 김종국 #X맨 ep.86,24,10654,101,0,Nan,2023-03-24T08:00:19Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
6,강호동 vs 김종국  #X맨 ep.86,24,1748,29,0,Nan,2023-03-23T08:00:04Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
7,김종국 지리는 센스 #x맨 ep.86,24,6301,72,0,Nan,2023-03-17T08:00:19Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
8,흥보가 기가 막혀~흥보가 기가 막혀~ #x맨 ep.85,24,4681,35,0,Nan,2023-03-16T08:00:17Z,"['SBS', '스트로', 'RUNNINGMAN', '刘在石', '＂LEE KWANG SOO＂', '李光洙', '＂KIM JONG KOOK＂', '金鍾國', '빽능', '빽드', '강호동', '유재석', '김종국', '하하', '박명수', '김종민', 'x맨']"
9,-,-,-,-,-,-,-,-
