,id,title,category_id,views,likes,favorites,comments,date,tags
0,1aZ7mLO64l4,세계일주 시작  험난한 터키 이스탄불 입국과 3000원짜리 도미토리 - 🇹🇷 터키(0),19,248673,4862,0,NaN,2021-10-29T12:45:16Z,"['이스탄불', '터키', '터키여행', '터키입국', '터키 입국하는법', '터키 입국 심사', '터키 입국', '투르크족', '세계여행', '여행유튜버', '여행유튜브', '여행', '여행유튜부', '여행유투브']"
1,4kIsmzGYmSE,2년전 이태원 호스텔 친구와 이스탄불 길거리 음식 다먹어보기 - 🇹🇷 터키(1),19,162970,3963,0,NaN,2021-10-31T14:15:00Z,"['터키', '이스탄불 맛집', '세계여행', '세계일주', '터키여행', '터키관광', '터키 관광명소', '터키 소피아', '블루 모스크', '터키 블루 모스크', '터키 아야 소피아 성당', '아야 소피아', '소피아 성당', '터키명소', '터키 여행', '탁심', '탁심광장', '터키 탁심', '터키 탁심광장', '터키 갈라타', '갈라타타워', '갈라타 타워', '터키 갈라타타워']"
2,4jDpATeFpH0,700년 전통 터키 사우나의 이상한 서비스 - 🇹🇷 터키(2),19,191777,4222,0,NaN,2021-11-03T10:00:02Z,"['세계여행', '터키여행', '터키', '터키관광지', '터키목욕탕', '터키 목욕탕', '터키 하맘', '하맘', '터키 사우나', '터키사우나', '터키 여행', '이스탄불', '이스탄불 사우나', '이스탄불 하맘', '이스탄불 여행', '이스탄불 관광지', '이스탄불관광', '이스탄불 관광', '투르크족', '투르크', '여행유튜버', '여행유튜브', '세계일주']"
3,-Go_L-WkP6k,한국인 입맛에 맞는 이스탄불 음식 전부 찾아다니기 - 🇹🇷 터키(3),19,524839,8598,0,NaN,2021-11-05T11:38:24Z,"['터키여자', '터키여행', '이스탄불', '이스탄불 음식', '백종원 터키', '터키 백종원', '초르바스', '이시켐베', '이스켐베', '이시켐베 초르바스', '이스켐베 초르바스', '터키식 해장국', '터키 해장국', '터키식 내장탕', '터키 내장탕', '터키 육개장', '터키국밥', '터키 국밥', '터키 한국', '터키', '이스탄불 여행', '카디코이', '카디쿄이']"
4,giycwIEjifM,터키 현지인보다 물건 싸게사는 x친 한국인 - 🇹🇷 터키(4),19,187382,4398,0,NaN,2021-11-09T13:23:35Z,"['그랜드바자르', '바자르', '이스탄불 여행', '이스탄불', '유럽시장', '시장', '터키', '터키여행', '캐럿맨', '캐럿맨 터키', '터키 시장', '터키시장', '유럽여행', '유럽 여행', '터키현지인', '여행유튜버', '여행유튜브', '세계여행 유튜버', '세계여행유튜브', '세계여행', '터키 시장물가', '터키 환율']"
5,UjGrH5H3nJI,미인의 도시 이즈미르  야간버스타고 이동하기 - 🇹🇷 터키(5),19,336315,5832,0,NaN,2021-11-12T10:00:27Z,"['이즈미르', '터키', '터키항구', '터키여행', '이스탄불', '터키 이즈미르', '터키미녀', '터키미인', '터키 항구', '에르도안', '이즈미르 상징', '이즈미르 시계탑', '이즈미르 전망대', '이즈미르 엘레베이터', '이즈미르 엘리베이터', '터키 엘리베이터']"
6,Xw2tP89jTIU,빵의도시 이즈미르  특별한 디저트 다먹어보기 - 🇹🇷 터키(6),19,161649,4050,0,NaN,2021-11-15T09:59:49Z,"['터키먹방', '터키디저트', '터키여행', '터키', '세계여행', '여행유튜버', '터키빵', '터키 음식', '터키음식', '이즈미르', '터키 이즈미르', '터키이즈미르', '이즈미르여행', '이즈미르음식', '이즈미르 음식', '이즈미르 빵', '이즈미르빵']"
7,afPLvtaZGfw,터키 경제 위기 동남아보다 저렴한 터키물가 체험기 - 🇹🇷 터키(7),19,179137,4046,0,NaN,2021-11-18T10:00:01Z,"['터키물가', '터키시장', '터키재래시장', '이즈미르', '터키 이즈미르', '터키이즈미르', '이즈미르여행', '이즈미르 여행', '터키여행', '터키', '터키 물가', '터키환율', '터키 환율', '터키화폐', '터키돈', '여행유튜버', '세계여행유튜버', '세계여행', '세계일주']"
8,9TUXmvmumY0,그리스 노예들이 숨어사는 터키 산속 작은마을 방문기 - 🇹🇷 터키(8),19,370201,7574,0,NaN,2021-11-20T11:00:07Z,"['터키여행', '쉬린제', '쉬렌제마을', '쉬린제마을', '터키시골', '터키마을', '터키 여행', '터키', '터키인심', '터키관광지', '터키 관광지', '터키 가볼만한곳']"
9,jRvWxLcHe-I,버킷리스트 그리스 고대유적 다가보기 / 에페소  파묵칼레 - 🇹🇷 터키(9),19,143578,4407,0,NaN,2021-11-23T10:00:14Z,"['고대유적', '그리스고대유적', '에페소', '에페수스', '에페소스', '파묵칼레', '터키 파묵칼레', '터키파묵칼레', '데니즐리', '터키', '터키여행', '이즈미르', '파묵칼레여행', '파묵칼레 여행', '여행유튜버', '세계여행', '세계일주', '세계일주 유튜버', '세계여행 유튜버', '오징어게임', '오징어게임 해외반응', '해외 오징어게임', '오징어게임 해외', '외국 오징어게임', '오징어게임 외국']"
10,8eHs4iWO5DY,물가 이슈 터키에서 최저가로 신비의땅 날아보기 - 🇹🇷 터키(10),19,96349,2757,0,NaN,2021-11-26T11:00:05Z,"['파묵칼레 패러글라이딩', '파묵칼레', '터키 파묵칼레', '터키', '터키여행', '여행유튜버', '여행유튜브', '세계여행', '세계여행 유튜버', '여행 유튜버', '패러글라이딩', '데니즐리', '캐럿맨', '페티예', '페티예 패러글라이딩', '패러 글라이딩', '터키 패러글라이딩', '터키 여행', '터키 관광지', '터키 액티비티']"
11,yl5Ke6Gk51Y,터키의 제주도 안탈리아  3000원 짜리 유료비치 이용후기 - 🇹🇷 터키(11),19,124811,3293,0,NaN,2021-11-29T10:00:29Z,"['안탈리아', '터키제주도', '터키여행', '터키', '여행유튜버', '여행유튜브', '세계여행유튜버', '세계여행 유튜브', '세계여행 유튜버', '터키유튜버', '터키 유튜버', '터키 여행', '캐럿맨', '알라니아', '터키 안탈리아', '안탈리아 여행', '안탈리아여행', '안탈리아 가는법']"
12,KSKgWOgtYbQ,한국전쟁 참전 ‘쿠르드족’ 아저씨들의 한국인 환대법 - 🇹🇷 터키(12),19,188438,4895,0,NaN,2021-12-02T11:00:15Z,"['안탈리아', '터키제주도', '터키여행', '터키', '여행유튜버', '여행유튜브', '세계여행유튜버', '세계여행 유튜브', '세계여행 유튜버', '터키유튜버', '터키 유튜버', '터키 여행', '캐럿맨', '알라니아', '터키 안탈리아', '안탈리아 여행', '안탈리아여행', '안탈리아 가는법', '쿠르드족', '터키 쿠르드', '터키 쿠르드족', '터키 제주도', '터키 휴양지', '터키휴양', '터키관광지', '터키 가볼만한곳', '터키 가볼곳', '터키 가볼만한 곳', '터키 겨울여행', '터키 겨울', '터키 겨울수영', '터키 겨울바다', '터키 겨울기온', '터키 겨울날씨', '터키겨울', '터키 여름', '터키여름', '안탈랴', '캐럿맨 안탈리아', '터키 캐럿맨', '캐럿맨 터키', '한국전쟁', '한국전쟁 참전', '참전용사', '한국전쟁 참전용사', '한국전쟁 터키']"
13,J4GDnPDLITQ,한국 음악을 좋아하는 여사친과 터키의 제주도 1박2일 여행 - 🇹🇷 터키(13),19,1085237,12486,0,NaN,2021-12-08T10:54:05Z,"['안탈리아', '터키제주도', '터키여행', '터키', '여행유튜버', '여행유튜브', '세계여행유튜버', '세계여행 유튜브', '세계여행 유튜버', '터키유튜버', '터키 유튜버', '터키 여행', '캐럿맨', '알라니아', '터키 안탈리아', '안탈리아 여행', '안탈리아여행', '안탈리아 가는법', '터키 쿠르드', '터키 쿠르드족', '터키 제주도', '터키 휴양지', '터키휴양', '터키관광지', '터키 가볼만한곳', '터키 가볼곳', '터키 가볼만한 곳', '터키 겨울여행', '터키 겨울', '터키 겨울수영', '터키 겨울바다', '터키 겨울기온', '터키 겨울날씨', '터키겨울', '터키 여름', '터키여름', '안탈랴', '캐럿맨 안탈리아', '터키 캐럿맨', '캐럿맨 터키', '터키미녀', '미녀', '외국인 미녀', '터키미인', '터키여자', '터키 여자']"
14,uw2HfTBxOps,비는오고  돈은없고  버스는 끊겼다 / 터키시골 숨겨진 휴양지를 찾아서 - 🇹🇷 터키(14),19,186091,4931,0,NaN,2021-12-11T06:32:23Z,"['안탈리아', '터키제주도', '터키여행', '터키', '여행유튜버', '여행유튜브', '세계여행유튜버', '세계여행 유튜브', '세계여행 유튜버', '터키유튜버', '터키 유튜버', '터키 여행', '캐럿맨', '알라니아', '안탈리아 가는법', '터키 쿠르드', '터키 쿠르드족', '터키 제주도', '터키 휴양지', '터키휴양', '터키관광지', '터키 가볼만한곳', '터키 가볼곳', '터키 가볼만한 곳', '터키 겨울여행', '터키 겨울', '터키 겨울수영', '터키 겨울바다', '터키 겨울기온', '터키 겨울날씨', '터키겨울', '터키 여름', '터키여름', '터키 캐럿맨', '캐럿맨 터키', '터키 히든스팟', '터키 비밀의휴양지', '터키 비밀', '알라니아 숙소', '터키 알라니아', '터키알라니아', '휴양지', '터키 휴양도시']"
15,lZ8qno-NOL0,한겨울에도 따뜻하고 한적한 터키 휴양지 200% 즐겨보기 - 🇹🇷 터키(15),19,367538,6224,0,NaN,2021-12-15T11:00:19Z,"['터키제주도', '터키여행', '터키', '여행유튜버', '여행유튜브', '세계여행유튜버', '세계여행 유튜브', '세계여행 유튜버', '터키유튜버', '터키 유튜버', '터키 여행', '캐럿맨', '알라니아', '터키 제주도', '터키 휴양지', '터키휴양', '터키관광지', '터키 가볼만한곳', '터키 가볼곳', '터키 가볼만한 곳', '터키 겨울여행', '터키 겨울', '터키 겨울수영', '터키 겨울바다', '터키 겨울기온', '터키 겨울날씨', '터키겨울', '터키 여름', '터키여름', '터키 캐럿맨', '캐럿맨 터키', '터키 히든스팟', '터키 비밀', '알라니아 숙소', '터키 알라니아', '터키알라니아', '휴양지', '터키 휴양도시', '터키여자', '터키 여자']"
16,2JswNc33Ajw,한국어 패치된 터키 구독자와 첫만남  카파도키아 풍선여행 (feat.슬픈결말) - 🇹🇷 터키(16),19,565983,9614,0,NaN,2021-12-19T11:00:01Z,"['프나르', '카파도키아', '열기구', '터키 열기구', '터키여행', '튀르키예 여행']"
