,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
2,zXJn4JeMq70,한강좌의 면접,23,1084577,41281,0,NaN,2022-09-21T09:00:36Z,291410.07,35,NaN
3,kGIVpvRicuM,남자들이 2d를 좋아하는 이유,23,1396516,43651,0,NaN,2022-09-28T11:30:09Z,281180.52,35,NaN
4,Lskd6HNCzVE,남자들이 엄마를 찾는 이유,23,1758406,51480,0,NaN,2022-10-11T12:00:13Z,262430.45,33,NaN
5,OANsWf3DPn4,남자들의 롤모델,23,3112860,90192,0,NaN,2022-10-23T12:00:27Z,245150.23,38,NaN
6,AkR9uITAMv0,김한강 시리즈 시즌1 모음집,23,362560,4126,0,NaN,2022-10-29T12:00:08Z,236510.55,164,NaN
7,H8GUCFvorgw,남자들이 직캠에 빠지는 이유,23,3032372,84733,0,NaN,2022-11-19T12:25:31Z,206245.16,43,NaN
8,cP96pigYljM,남자들의 전생체험,23,1378256,39588,0,NaN,2022-12-12T12:00:30Z,173150.18,43,NaN
9,o_o3V4GGP7s,남자들이 논쟁을 피하는 이유,23,2181968,69426,0,NaN,2022-12-28T12:20:02Z,150090.65,44,NaN
10,0DYl25O-Lp8,남자들이 마술을 좋아하는 이유,23,1187471,42244,0,NaN,2023-01-15T12:00:02Z,124190.65,48,NaN
11,7W12SakS1zQ,남자들이 중고거래를 좋아하는 이유,23,2735136,79323,0,NaN,2023-01-20T12:00:05Z,116990.6,40,NaN
12,zT-7l8LUczo,남자들이 취업을 좋아하는 이유,23,1938541,58034,0,NaN,2023-01-27T12:00:41Z,106910.01,29,NaN
13,kBv1D-_QjvY,남자들이 유부남을 좋아하는 이유,23,2678008,97931,0,NaN,2023-02-01T12:00:26Z,99710.26,27,NaN
14,C8PfX_u5T_8,남자들이 수업을 좋아하는 이유,23,3657872,127238,0,NaN,2023-02-04T06:00:04Z,95750.63,30,NaN
15,6NhmbzHuZZ4,남자들이 조언을 좋아하는 이유,23,1680845,50942,0,NaN,2023-02-10T12:00:13Z,86750.48,32,NaN
16,mVk8uIwnD6Q,남자들이 초콜릿을 좋아하는 이유,23,1292186,38389,0,NaN,2023-02-14T12:02:38Z,80988.06,27,NaN
17,0CkWRkjr-fE,남자들이 낯선 사람을 좋아하는 이유,23,1376782,41815,0,NaN,2023-02-16T12:00:01Z,78110.68,27,NaN
18,fF6xuk75zj4,남자들이 동료를 좋아하는 이유,23,1152874,39266,0,NaN,2023-02-21T12:00:33Z,70910.15,29,NaN
19,m5yUnrdnSDU,남자들이 거짓말을 좋아하는 이유,23,1891828,69695,0,NaN,2023-02-25T12:00:35Z,65150.12,28,NaN
20,tkorfQsWNdo,남자들이 칭찬을 좋아하는 이유,23,1265221,44215,0,NaN,2023-03-01T12:00:39Z,59390.05,32,NaN
21,JAHaqZbNbws,남자들이 허세를 좋아하는 이유,23,2311706,69554,0,NaN,2023-03-05T12:00:20Z,53630.37,38,NaN
22,o_ymrp0qRy8,남자들이 청소를 좋아하는 이유,23,1917320,56218,0,NaN,2023-03-08T12:00:37Z,49310.09,46,NaN
23,sIRErEvmF4I,남자들이 비행을 좋아하는 이유,23,1526666,55506,0,NaN,2023-03-12T12:00:40Z,43550.04,44,NaN
24,AQntXssgiXM,김한강 시리즈 시즌2 모음집,23,187071,2431,0,NaN,2023-03-15T09:00:05Z,39410.63,619,NaN
25,McibZIq-C0g,남자들이 군대를 좋아하는 이유,23,1182204,44154,0,NaN,2023-03-22T12:00:30Z,29150.21,57,NaN
26,-4chK9_aO9Q,남자들이 타투를 좋아하는 이유,23,1212366,43106,0,NaN,2023-03-26T12:00:00Z,23390.71,38,NaN
27,v243Z8MjkJk,남자들이 공부를 좋아하는 이유,23,647478,22111,0,NaN,2023-03-30T12:00:43Z,17630.0,43,NaN
28,hK0mu4LSDLo,남자들이 가짜를 좋아하는 이유,23,679289,24165,0,NaN,2023-04-05T12:00:35Z,8990.13,59,NaN
