,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,0NMAGQMBWV8,Run BTS! 2019 EP.81 - 방탄 VR 1,10,192307,11366,0,NaN,2022-12-23T08:00:20Z,2550.87,1808,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
1,wDnTwjp3Hoo,Run BTS! 2019 EP.82 - 방탄 VR 2,10,77867,7684,0,NaN,2022-12-23T08:01:38Z,2550.85,2152,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
2,FJQx7NE_St4,Run BTS! 2019 EP.83 - 여름 야유회 1,10,402736,19866,0,NaN,2022-12-23T08:01:50Z,2550.85,1719,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
3,WUnvkmLiT3s,Run BTS! 2019 EP.84 - 여름 야유회 2,10,725154,30852,0,NaN,2022-12-23T08:02:02Z,2550.84,1911,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
4,EDDBj8-g0j4,Run BTS! 2019 EP.85 - 여름 야유회 3,10,431399,22231,0,NaN,2022-12-23T08:02:19Z,2550.84,2195,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
5,pE_d8ZwFSVA,Run BTS! 2019 EP.86 - 한글날 특집 1,10,115264,8490,0,NaN,2022-12-23T08:02:35Z,2550.83,1972,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
6,hocBK-3rZUw,Run BTS! 2019 EP.87 - 한글날 특집 2,10,87658,7738,0,NaN,2022-12-23T08:02:47Z,2550.83,2143,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
7,R_wTlv20NsQ,Run BTS! 2019 EP.88 - 한글날 특집 3,10,61294,7163,0,NaN,2022-12-23T08:03:03Z,2550.83,1769,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
8,iTW6wqPUPEw,Run BTS! 2019 EP.89 - 돌아온 방탄가요 1,10,137654,9358,0,NaN,2022-12-23T08:03:19Z,2550.82,2083,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
9,mn6SE8I2zGg,Run BTS! 2019 EP.90 - 돌아온 방탄가요 2,10,79941,7525,0,NaN,2022-12-23T08:03:33Z,2550.82,1952,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
10,VVOGQnaWbmo,Run BTS! 2020 EP.91 - 미니 골든벨 1,10,82929,7302,0,NaN,2022-12-23T08:03:47Z,2550.81,1932,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
11,mZnXMgYe4Jc,Run BTS! 2020 EP.92 - 미니 골든벨 2,10,65320,6854,0,NaN,2022-12-23T08:03:59Z,2550.81,1866,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
12,t3pCgotDmBY,Run BTS! 2020 EP.93 - BTS 마블 1,10,63935,6481,0,NaN,2022-12-23T08:04:15Z,2550.81,1834,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
13,cZOsTxnZhbE,Run BTS! 2020 EP.94 - BTS 마블 2,10,49809,5969,0,NaN,2022-12-23T08:04:28Z,2550.8,2091,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
14,6DXQPTaOPfw,Run BTS! 2020 EP.95 - 방탄아 놀자 1,10,109571,8614,0,NaN,2022-12-23T08:04:44Z,2550.8,2144,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
15,Mi-v8F5JHT8,Run BTS! 2020 EP.96 - 방탄아 놀자 2,10,64431,6745,0,NaN,2022-12-23T08:05:30Z,2550.79,2190,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
16,ZbIA0RT6EzY,Run BTS! 2020 EP.97 - 파자마 파티 1,10,246721,15045,0,NaN,2022-12-23T08:05:39Z,2550.78,2215,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
17,UEDrCw6FDHU,Run BTS! 2020 EP.98 - 파자마 파티 2,10,129515,10145,0,NaN,2022-12-23T08:05:53Z,2550.78,1865,"['방탄소년단', 'BTS', 'BANGTAN', '알엠', 'RM', '슈가', 'SUGA', '제이홉', 'jhope', '지민', '정국', 'k-pop', '방탄', 'j-hope', 'Jung Kook', 'Jimin', 'BTS V', 'Jin']"
