,title,category_id,views,likes,favorites,comments,date,tags
14,"네 성적으로 아무 데도 못 가는 게 차별이고 부정이야!😡 | 이상한 변호사 우영우 I EP08 I ENA 채널 I 매주 수, 목 오후 9시",24,1038277,21152,0,Nan,2022-07-21T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
15,"태세전환 빠른 정명석 변호사, 부녀회관에서 열창 | 이상한 변호사 우영우 I EP08 I ENA 채널 I 매주 수, 목 오후 9시",24,314710,4360,0,Nan,2022-07-21T13:15:07Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
16,"[선공개] 박은빈 앞에 나타난 강적 구교환 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,2132465,26864,0,Nan,2022-07-27T02:25:11Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
17,"우주코딱지와 친구들 아이들 위해 임시 개명한 한바다즈 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,242506,4368,0,Nan,2022-07-27T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
18,"아이들 마음 연 방구뽕의 최후 진술, 법정을 나가는 범고래 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,572611,7087,0,Nan,2022-07-27T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
19,"방구뽕 얘기만 하는 영우, 준호의 귀여운 질투 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,495314,8694,0,Nan,2022-07-27T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
20,"[고백 엔딩] 드디어 영우에게 고백한 준호🥺 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,477806,10711,0,Nan,2022-07-27T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
21,"박은빈, 속눈썹 떼주는 강태오 손길에 긴장 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,95309,2303,0,Nan,2022-07-27T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
22,"우영우 돌직구 고백에💘 얼어붙은 이준호 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,930047,14161,0,Nan,2022-07-27T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
23,"방구뽕의 돌발 발언에 조금 많이 당황한 우영우 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,104039,1325,0,Nan,2022-07-27T13:15:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
24,"진취적으로... 쟁취요..? 최수연의 변신은 무죄 깜짝 놀란 권민우😲 | 이상한 변호사 우영우 I EP09 I ENA 채널 I 매주 수, 목 오후 9시",24,2425376,17484,0,Nan,2022-07-27T13:15:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
25,"[선공개] 영우가 도와준 양정일, 긴급 체포를 당할 수밖에 없는 이유 | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,1867661,14238,0,Nan,2022-07-28T02:00:13Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
26,"피해자 엄마 분노에 놀란 영우, 갑자기 튀어나온 반향어! | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,765971,5227,0,Nan,2022-07-28T13:15:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
27,"박은빈과의 데이트를 당당하게 밝힌 강태오♥ | 이상한 변호사 우영우 ENA 220728 | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,365324,5332,0,Nan,2022-07-28T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
28,"강태오 고백에 도망친 박은빈, 이제 뭘 어떻게 해야해…? | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,259021,3715,0,Nan,2022-07-28T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
29,"다람쥐와 분당을 견디지 못한 최수연, 소개팅 도망! | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,728239,5636,0,Nan,2022-07-28T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
30,"진심을 믿어보고 싶은 우영우, 양정일 변호 선택! | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,81449,1090,0,Nan,2022-07-28T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
31,"박은빈♥강태오 손잡기 도전! 단 57초만!? | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,148568,2967,0,Nan,2022-07-28T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
32,"도와주고 싶은 불쌍한 여자? 폭발한 강태오!😡 | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,101350,1841,0,Nan,2022-07-28T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
33,"장애인한테도 나쁜 남자와 사랑에 빠질 자유는 있습니다 | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,135653,1574,0,Nan,2022-07-28T13:15:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
34,"[키스 엔딩] 박은빈♥강태오 첫키스! | 이상한 변호사 우영우 I EP10 I ENA 채널 I 매주 수, 목 오후 9시",24,2455013,44285,0,Nan,2022-07-28T13:15:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
35,"[무죄 엔딩] 변호사님! 방금 선고 나왔습니다! | 이상한 변호사 우영우 I EP01 I ENA 채널 I 매주 수, 목 오후 9시",24,15613,208,0,Nan,2022-07-29T06:00:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
36,"회전문에 갇힌 박은빈을 도와준 강태오와 첫 만남! | 이상한 변호사 우영우 I EP01 I ENA 채널 I 매주 수, 목 오후 9시",24,19415,291,0,Nan,2022-07-29T06:00:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
37,"쿵짝짝♬쿵짝짝♬ 강태오 X 박은빈 회전문 왈츠 | 이상한 변호사 우영우 I EP01 I ENA 채널 I 매주 수, 목 오후 9시",24,20583,420,0,Nan,2022-07-29T06:00:07Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
38,"우영우 변호사 받아들일 수 없습니다! | 이상한 변호사 우영우 I EP01 I ENA 채널 I 매주 수, 목 오후 9시",24,24548,291,0,Nan,2022-07-29T06:00:09Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
39,"저는 보통 변호사가 아니니까요! | 이상한 변호사 우영우 I EP01 I ENA 채널 I 매주 수, 목 오후 9시",24,38962,564,0,Nan,2022-07-29T06:00:11Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
40,"찢.었.다! 문상훈 사로잡은 한바다 변호사들! | 이상한 변호사 우영우 I EP03 I ENA 채널 I 매주 수, 목 오후 9시",24,4788,98,0,Nan,2022-07-29T06:30:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
41,"[복귀 엔딩] ""출근해도 되겠습니까?"" 박은빈 한바다 컴백! | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,14526,381,0,Nan,2022-07-29T06:30:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
42,"장애인 봉사로 오해 받아  박은빈에게 미안한 강태오 | 이상한 변호사 우영우 I EP03 I ENA 채널 I 매주 수, 목 오후 9시",24,19911,387,0,Nan,2022-07-29T06:30:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
43,"[후회 엔딩] 진실을 외면한 자신이 부끄러운 우영우 | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,7717,138,0,Nan,2022-07-29T06:30:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
44,"똘끼🤪 충만 주현영, 박은빈 대신 참교육 시전! | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,41598,496,0,Nan,2022-07-29T06:30:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
45,"나도 우영우 변호사랑 하루종일 고래 얘기 하고싶다😂 | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,132226,1936,0,Nan,2022-07-29T06:30:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
46,"탈북자 계향심 사건! 더 뜨거워진 우영우🔥 | 이상한 변호사 우영우 I EP06 I ENA 채널 I 매주 수, 목 오후 9시",24,9402,226,0,Nan,2022-07-29T06:30:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
47,"권모술수에 당한 우영우, 어려운 남자들의 세계 | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,6076,114,0,Nan,2022-07-29T06:30:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
48,"‘친하다’의 정의가 이런거라면…😏 | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,15699,280,0,Nan,2022-07-29T06:30:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
49,"그런 것도 모르셨습니까? 정명석 변호사 당황시킨 우영우 | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,24458,440,0,Nan,2022-07-29T06:30:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
50,"봄날의 햇살 최수연, 우영우 진심에 울컥 😢 | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,168055,3927,0,Nan,2022-07-29T06:30:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
51,"목을 매는 박은빈?! 깜짝 놀라 달려온 강태오 | 이상한 변호사 우영우 I EP03 I ENA 채널 I 매주 수, 목 오후 9시",24,19166,456,0,Nan,2022-07-29T06:30:04Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
52,"영우의 이야기에 귀 기울여주는 따스한 준호💙 | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,33723,745,0,Nan,2022-07-29T06:30:05Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
53,"⚡일촉즉발⚡ 우당탕탕 우영우 VS 권모술수 권민우 | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,27623,403,0,Nan,2022-07-29T06:30:05Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
54,"술 취한 강태오가 밝힌 좋아하는 사람! | 이상한 변호사 우영우 I EP06 I ENA 채널 I 매주 수, 목 오후 9시",24,48871,869,0,Nan,2022-07-29T06:30:06Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
55,"준호가 보여준 대형 고래 그림에 감동한 영우 '글썽'😢 | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,26076,632,0,Nan,2022-07-29T06:30:06Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
56,"""증거 있습니까?"" 상대 변호사 당황시킨 사이다 박은빈! | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,1038013,7370,0,Nan,2022-07-29T06:30:06Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
57,"🚨진상경보🚨 우영우 모르는 척하는 아빠...? | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,18154,408,0,Nan,2022-07-29T06:30:07Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
58,"""같은 편 하고 싶어요"" 강태오 진심에 위로받는 박은빈 | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,37749,839,0,Nan,2022-07-29T06:30:07Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
59,"[뭉클엔딩] 아빠를 울린 우영우 변호사의 한마디! | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,12745,286,0,Nan,2022-07-29T06:30:07Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
60,"참참참의 정신으로 우영우 당황시킨 그라미의 질문은? | 이상한 변호사 우영우 I EP05 I ENA 채널 I 매주 수, 목 오후 9시",24,10400,202,0,Nan,2022-07-29T06:30:09Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
61,"오랜만에 만난 영우가 반가운 강태오의 댕댕미🐶 | 이상한 변호사 우영우 I EP04 I ENA 채널 I 매주 수, 목 오후 9시",24,602539,6081,0,Nan,2022-07-29T06:30:09Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
62,"박은빈X강태오 속도위반 예비부부로 위장! | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,111374,1529,0,Nan,2022-07-29T06:30:09Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
63,"""자폐증=살인 면허""? 장애인 혐오 댓글에 상처받는 박은빈 | 이상한 변호사 우영우 I EP03 I ENA 채널 I 매주 수, 목 오후 9시",24,8734,148,0,Nan,2022-07-29T06:30:10Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
64,"강태오, 박은빈 웨딩드레스에 심쿵! Hoxy,, Love,,? | 이상한 변호사 우영우 I EP02 I ENA 채널 I 매주 수, 목 오후 9시",24,32971,635,0,Nan,2022-07-29T06:30:10Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
