,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,DppXml_7XLk,I See Why This Game Is A CLASSIC!   Resident Evil 4,20,97178,7285,0,NaN,2023-03-25T14:55:24Z,24653.46,2241,NaN
1,3Um_NSE0ivE,THIS IS TOO MUCH FOR ME!   Resident Evil 4   Ep.2,20,58092,3744,0,NaN,2023-03-26T16:16:17Z,23132.58,1706,NaN
2,XyucnsVvDVA,THERE'S SOMETHING IN THE LAKE?!   Resident Evil 4   Ep.3,20,43444,3137,0,NaN,2023-03-28T16:37:59Z,20230.88,2343,NaN
3,KfrMalNClc4,A TROLL? WUT IS THIS GAME!   Resident Evil 4   Ep.4,20,41845,2783,0,NaN,2023-03-29T16:08:04Z,18820.8,1956,NaN
4,LfrmBrEc8GY,ASHLEY PISSIN ME OFF!   Resident Evil 4   Ep.5,20,43440,2296,0,NaN,2023-03-30T18:22:58Z,17245.9,2665,NaN
5,RWL3DXcBVE4,The LOST Chapter! - Resident Evil 4   Ep. 4.5,20,30524,1968,0,NaN,2023-03-31T20:33:46Z,15675.1,1831,NaN
6,BzBSAfGkt3M,Is This Game Hard Or AM I TRASH!   Resident Evil 4   Ep.6,20,40112,2303,0,NaN,2023-04-01T16:59:55Z,14448.95,3414,NaN
7,lRb2hfy8viA,OK HOLD ON ASHLEY!   Resident Evil 4   Ep.7,20,38126,2186,0,NaN,2023-04-04T21:24:30Z,9864.37,4563,NaN
8,rfA-kqlBVx4,THIS FACTORY SUCKS!   Resident Evil 4   Ep.8,20,27590,1671,0,NaN,2023-04-06T16:44:39Z,7264.22,3320,NaN
9,wNj6E5F-P9E,SHE DON'T KNOW YOU BRO!   Resident Evil   Ep.9,20,23375,1621,0,NaN,2023-04-07T16:46:35Z,5822.29,2346,NaN
10,RbMqJxiC1YA,WE ARE FREE HOLYYY   Resident Evil 4   FINALE,20,22542,1884,0,NaN,2023-04-08T16:57:52Z,4371.01,3058,NaN
