,title,category_id,views,likes,favorites,comments,date,tags
0,"[뿌듯 엔딩] 우영우, 한바다 정규직 변호사 되다! | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,259948,5524,0,Nan,2022-08-18T13:15:05Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
1,"고양이도 집사를 사랑해요💕 | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,552133,12223,0,Nan,2022-08-18T13:15:05Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
2,"영우의 선택을 존중하는 찐 멘토 정명석! (뭉클😢) | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,196066,3587,0,Nan,2022-08-18T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
3,"태수미의 마음을 움직인 영우의 한 마디💬 | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,242724,4340,0,Nan,2022-08-18T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
4,"달라진 권민우, 태산 입사 포기 선언! | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,544540,6600,0,Nan,2022-08-18T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
5,"영우를 찾아온 태수미 아들, 누나와 동생 첫 대면! | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,497562,5411,0,Nan,2022-08-18T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
6,"준호의 진심어린 고백 ""우리 헤어지지 말아요""😳 | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,156030,4230,0,Nan,2022-08-18T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
7,"태수미, 결국 법무부장관 후보직 사퇴 선언! | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,256125,3015,0,Nan,2022-08-18T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
8,"영우를 이용하지 않아도 태수미를 끌어내릴 수 있다면? | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,404664,3842,0,Nan,2022-08-18T13:15:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
9,"[선공개] 인사청문회 직전, 아들의 범죄를 알게 된 진경! | 이상한 변호사 우영우 I EP16 I ENA 채널 I 매주 수, 목 오후 9시",24,1254091,10604,0,Nan,2022-08-18T02:00:12Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
10,"[먹먹 엔딩] 영우를 한바다에 보낸 대가! | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,309295,2634,0,Nan,2022-08-17T13:15:03Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
11,"권모술수가 변하길 바라는 봄날의 햇살 최수연 | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,526853,6680,0,Nan,2022-08-17T13:15:02Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
12,"법정에서 청산가리 삼킨 의뢰인! 충격에 휩싸인 영우 | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,25645,311,0,Nan,2022-08-17T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
13,"최수연 위해 최종변론 하는 권민우..?! | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,398468,5353,0,Nan,2022-08-17T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
14,"신입즈 버리고 도망친 얌체 장승준 변호사 | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,389373,3482,0,Nan,2022-08-17T13:15:01Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
15,"영우가 말하는 준호와 헤어져야 하는 이유 | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,777265,12521,0,Nan,2022-08-17T13:15:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
16,"영우가 거슬리는 장승준 변호사 | 이상한 변호사 우영우 I EP15 I ENA 채널 I 매주 수, 목 오후 9시",24,105630,1110,0,Nan,2022-08-17T13:15:00Z,"['skyTV', '스카이티비', 'ENA', 'ENA채널', 'ENA드라마', 'ENA수목드라마', '수목드라마', '이상한변호사우영우', '우영우', '박은빈', '강태오', '강기영', '하윤경', '주종혁', '주현영']"
