,id,title,category_id,views,likes,favorites,comments,date,date_gap_hours,duration,tags
0,qFj0UKemZs4,토크 코너 출연 보호자 모집｜강형욱의 견종백과,15,45807,369,0,NaN,2018-02-05T09:30:03Z,2724568.83,47,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육']"
1,aLUFfVatHbo,말티즈 편 1부 예고｜강형욱의 견종백과,15,73167,622,0,NaN,2018-03-07T09:30:01Z,2681368.86,33,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육']"
2,yihK9xcf-zo,말티즈 편 1부｜Engsub｜강형욱의 견종백과,15,1761328,17821,0,NaN,2018-03-14T09:30:03Z,2671288.82,641,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '강형욱의견종백과', '말티즈', '말티즈성격', '강아지분양', '강아지종류', 'maltese', 'hunterkang', 'dog', 'bodeum', 'koreandogtrainer']"
3,r5_vEPUa2RE,말티즈 편 2부｜강형욱의 견종백과,15,681794,7833,0,NaN,2018-03-21T09:30:01Z,2661208.85,763,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '견종백과', '강형욱의견종백과', '말티즈', '말티즈키우는법', '말티즈성격', '보듬교육', '강아지분양', '강아지종류']"
4,VmnGyG9Vy3k,닥스훈트 편 1부｜강형욱의 견종백과,15,924954,7877,0,NaN,2018-04-11T09:30:00Z,2630968.86,826,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '닥스훈트', '견종백과', '강형욱의 견종백과', '강아지분양', '강아지종류', '닥스훈트성격']"
5,-Y7s_tm7SBo,닥스훈트 편 2부｜강형욱의 견종백과,15,331098,3353,0,NaN,2018-04-18T09:30:01Z,2620888.84,712,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '닥스훈트', '견종백과', '강형욱의견종백과', '강아지분양', '강아지종류', '닥스훈트성격']"
6,3sysIjGyxXE,푸들 편 1부｜강형욱의 견종백과,15,2882335,26499,0,NaN,2018-05-16T09:30:00Z,2580568.86,998,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '푸들', '강형욱훈련사', '견종백과', '강형욱의견종백과', '푸들종류', '토이푸들', '보듬교육', '푸들입양', '푸들분양', '푸들성격']"
7,d9krnAQ5NUk,푸들 편 2부｜강형욱의 견종백과,15,895799,10616,0,NaN,2018-05-23T09:30:00Z,2570488.85,888,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육']"
8,w80HcHAxcc0,군견 편 라이브 예고｜강형욱의 견종백과,15,38344,271,0,NaN,2018-05-25T09:30:01Z,2567608.84,30,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '보듬교육', '강형욱의견종백과', '군견소개', '군견특성', '군견백과', '강아지특성']"
9,jVRZ4-JhFkg,셰퍼드  마리노이즈  래브라도 리트리버(군견 편) 1부｜강형욱의 견종백과,15,832623,8036,0,NaN,2018-06-13T09:30:01Z,2540248.83,924,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '저먼셰퍼드', '래브라도리트리버', '말리노이즈', '군견', '군견백과', '레브라도리트리버', '경찰견', '수색견', '수사견', '검색견', '국방부', '강형욱레오', '레오', '셰퍼드']"
10,FekfeXbfTNo,셰퍼드  마리노이즈  래브라도 리트리버(군견 편) 2부｜강형욱의 견종백과,15,297419,3384,0,NaN,2018-06-20T09:30:01Z,2530168.83,728,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '저면셰퍼드', '래브라도리트리버', '말리노이즈', '마리노이즈', '군견', '군견백과', '레브라도리트리버', '경찰견', '수색견', '수사견', '검색견', '국방부', '강형욱레오', '레오', '셰퍼드']"
11,vStX-Z87Dpg,포메라니안 편 1부｜강형욱의 견종백과,15,2110476,18037,0,NaN,2018-08-01T09:30:04Z,2469688.78,964,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '강형욱훈련사', '보듬교육', '포메라니안', '포메라니안성격', '포메라니안입양']"
12,pc4lILwieUU,포메라니안 편 2부｜강형욱의 견종백과,15,619305,6020,0,NaN,2018-08-08T09:30:02Z,2459608.81,958,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '보듬교육', '포메라니안', '포메라니안견종특성']"
13,ibm9DPcl5PM,시츄 편 1부｜강형욱의 견종백과,15,730457,9052,0,NaN,2018-10-10T09:30:01Z,2368888.82,969,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '견종백과', '시츄', '견종백과시츄', '강형욱시츄', '강형욱견종백과', '시츄입양', '시츄성격']"
14,II9Jup05Ho4,시츄 편 2부｜강형욱의 견종백과,15,328146,4510,0,NaN,2018-10-17T09:50:01Z,2358788.82,891,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니']"
15,mQdYYRFV-3s,웰시 코기 편 1부｜강형욱의 견종백과,15,1094490,10197,0,NaN,2018-12-14T09:30:03Z,2275288.79,921,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '코기TV지훈', '강형욱웰시코기', '강형욱훈련사', '웰시코기', '아름다운봄', '코기TV', '코기지훈']"
16,g98-YQ8-9iE,웰시 코기 편 2부｜강형욱의 견종백과,15,442593,4893,0,NaN,2018-12-21T09:30:02Z,2265208.8,860,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '코기tv지훈', '아름다운봄', '웰시코기', '코기', 'Welsh Corgi', 'dog', 'puppy', 'breed', 'breeds', 'ウェルシコギ子犬', 'ウェルシコギ']"
17,iG_3rfPkTZc,꼬똥 드 툴레아 1부｜강형욱의 견종백과 X 대도서관,15,601865,5785,0,NaN,2018-12-31T09:30:00Z,2250808.83,674,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '대도서관', '엉클대도', '꼬똥드툴레아', '견종백과', 'breeds', 'dog', 'puppy', 'doggy', '강아지유튜브', 'discipline', 'training', 'dogyoutube']"
18,QICG4EUJGk4,꼬똥 드 툴레아 2부｜강형욱의 견종백과 X 대도서관,15,241266,3038,0,NaN,2018-12-31T09:30:00Z,2250808.83,869,"['강형욱', '세상에나쁜개는없다', '보듬', '강아지', '반려견', '반려견교육', '반려견문제행동', '세나개', '강아지교육', '훈련사', '보듬컴퍼니', '대도서관', '엉클대도', '꼬똥드툴레아', '견종백과', '단추', '꼬맹이', '꼬맹', '단꼬', 'dog', 'breeds', 'breed', 'training', 'discipline', 'hunterkang', 'puppy', 'doggy', 'cute']"
19,V_GAcGbmHjI,보더 콜리 1부｜강형욱의 견종백과 X 페퍼TV(보더로운생활),15,2810676,24069,0,NaN,2019-01-18T09:30:00Z,2224888.83,939,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', '페퍼', '보더콜리', '유럽', '여행', 'doggytrip', 'trip', 'travel', 'Border Collie', 'ボーダー・コリー', '边境柯利牧羊犬', '博德牧羊犬', '边境牧羊犬', 'Бордерколли', 'Бордер-колі', 'ბორდერ-კოლი', 'breeds', 'breed', '견종백과', '견종', '양치기견', '목장견', '허딩그룹', 'Herding Group', '페퍼TV', '하이', '브랜디', '천재견', '알레르망', '알러지이불', '알레르기이불', '광고주', '의류건조기', '건조기', '삼성', '밀레', '엘지', 'LG', '보더로운생활']"
20,EW6n-i5zKT4,보더 콜리 2부｜강형욱의 견종백과 X 페퍼TV(보더로운생활),15,960690,10933,0,NaN,2019-01-25T09:30:01Z,2214808.81,814,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', '보더콜리', '페퍼', '페퍼TV', '브랜디', '하이', '견종백과', 'breeds', 'Border Collie', 'ボーダー・コリー', '边境柯利牧羊犬', '边境牧羊犬', 'Бордерколли', 'Бордер-колі', 'pepper', '허딩그룹', '목장견', '양치기', '천재견', '개통령', '갓형욱']"
21,pKDIe670lrw,시베리안 허스키 1부｜강형욱의 견종백과 X 노잼봇,15,1202474,13071,0,NaN,2019-03-22T09:30:04Z,2134168.76,825,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', 'ボドゥム', 'カン・ヒョンウク', 'hunterkang', 'Siberian husky', '二哈', '西伯利亚雪橇犬', 'husky de sibérie', 'ハスキー', 'かすれ声', 'chó husky sibir', 'Husky siberiano', 'Sibirya kurdu', 'เสียงแหบ', 'คนที่มีเสียงแหบ', 'Husky syberyjski', '견종백과', '강형욱의견종백과', 'breeds', 'breed', 'けんしゅ', '哈士奇', '노잼봇', '노잼', '봇노잼', '청명', '말라뮤트', '라이브', '집사부일체', '개통령', '갓형욱', '강호야']"
22,3293XwJTRyg,시베리안 허스키 2부｜강형욱의 견종백과 X 노잼봇,15,336728,4220,0,NaN,2019-03-29T09:30:00Z,2124088.82,800,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', 'ボドゥム', 'カン・ヒョンウク', 'hunterkang', '견종백과', 'breeds', 'breed', '시베리안허스키', '허스키', '허숙희', '강형욱의견종백과', '노잼봇', '청명', 'Siberian husky', '西伯利亚雪橇犬', '二哈', 'husky de sibérie', 'ハスキー', 'かすれ声', 'chó husky sibir', 'хри́плый', 'Husky siberiano', 'เสียงแหบ', '특징', '종류', '견종', '털빠짐', '털', '하울링', '말라뮤트', '리바이스501', '리바이스청바지', 'LG청소기', '엘지청소기', '삼성청소기', '테팔에어포스', '일렉트로룩스청소기', '청소기추천', '청소기요정', '무선청소기', '유선청소기', '강형욱청소기']"
23,l_Bt6544jFg,시바 이누(시바견) 1부｜강형욱의 견종백과 X 시바견곰이탱이여우,15,2344522,20141,0,NaN,2019-06-28T09:30:26Z,1993048.38,681,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', 'ボドゥム', 'カン・ヒョンウク', 'hunterkang', 'Koreandogtrainer', '시바견입양', '시바견분양', '시바이누입양', '시바이누분양', '시바견특징', '시바이누특징', '시바이누성격', '시바견성격', '고마시바', '참깨시바', '시로시바', '백시바', '쿠로시바', '흑시바', '블랙탄', '적시바', '아카시바', '시바이누털색', '시바견털색', '시바견종류', '시바이누종류', '일본토착견', '일본토종견', '일본토종개', 'シバイヌ', '柴犬', '芝犬', 'しばいぬ', 'しば', 'Shiba Inu', 'Shiba', '일본개']"
24,J5q34GwAoB8,시바 이누(시바견) 2부｜강형욱의 견종백과 X 시바견곰이탱이여우,15,941897,10845,0,NaN,2019-07-05T09:30:02Z,1982968.78,833,"['강형욱', '강형욱훈련사', '보듬', '보듬컴퍼니', 'BODEUM', '강아지', '반려견', '개', 'Dog', 'puppy', 'いぬ', '犬', '子犬', '小犬', 'こいぬ', '교육', '훈련', '세나개', 'discipline', 'training', '訓練', '教育', '반려동물', 'dogyoutube', '강아지유튜브', 'doggy', 'ボドゥム', 'カン・ヒョンウク', 'hunterkang', 'Koreandogtrainer', '시바견입양', '시바견분양', '시바견특성', '시바견성격', '시바견교육', '시바이누입양', '시바이누분양', '시바이누특성', '시바이누성격', '시바이누교육', 'Shiba Inu', 'Shiba', 'しばいぬ', '芝犬', '柴犬', '토착견', '토착견종류', '일본개', '일본개종류']"
